Dipodium pictum -
Diuris pedunculata  Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid
Conostylis micrantha    Small-flowered Conostylis
Olearia microdisca  Small-flowered Daisy-bush
Persoonia micranthera   Small-flowered Snottygobble
Spyridium lawrencei Small-leaf Spyridium
Diploglottis campbellii Small-leaved Tamarind
Beyeria lepidopetala    Small-petalled Beyeria, Short-petalled Beyeria
Pseudomys fumeus    Smoky Mouse, Konoom
Davidsonia johnsonii    Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum
Diuris lanceolata   Snake Orchid
Prostanthera junonis    Somersby Mintbush
Epacris exserta South Esk Heath
Callitris oblonga subsp. oblonga    South Esk Pine
Calyptorhynchus banksii graptogyne  South-eastern Red-tailed Black-Cockatoo
Poephila cincta cincta  Southern Black-throated Finch
Isoodon obesulus obesulus   Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)
Casuarius casuarius johnsonii   Southern Cassowary, Australian Cassowary, Double-wattled Cassowary
Macronectes giganteus   Southern Giant-Petrel, Southern Giant Petrel
Ochrosia moorei Southern Ochrosia
Eubalaena australis Southern Right Whale
Ballantinia antipoda    Southern Shepherd's Purse
Lachnagrostis limitanea Spalding Blown Grass, Spalding Blowngrass
Pteropus conspicillatus Spectacled Flying-fox
Gastrolobium glaucum    Spike Poison, Wongan Poison
Pimelea spicata Spiked Rice-flower
Acacia spilleriana  Spiller's Wattle
Randia moorei   Spiny Gardenia
Spirogardnera rubescens Spiral Bush
Acacia cochlocarpa subsp. cochlocarpa   Spiral-fruited Wattle
Patersonia spirifolia   Spiral-leaved Patersonia
Acacia splendens    Splendid Wattle, Dandaragan Wattle
Dasyurus maculatus maculatus (SE mainland population)   Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)
Litoria spenceri    Spotted Tree Frog
Dasyurus maculatus gracilis Spotted-tailed Quoll (North Queensland), Yarri 
Adenanthos pungens subsp. effusus   Sprawling Spiky Adenanthos
Grevillea humifusa  Spreading Grevillea
Neochmia ruficauda ruficauda    Star Finch (eastern), Star Finch (southern)
Thelymitra stellata Star Sun-orchid
Senecio behrianus   Stiff Groundsel, Behr's Groundsel
Caladenia rigida    Stiff White Spider-orchid
Leucopogon gnaphalioides    Stirling Range Beard Heath
Daviesia pseudaphylla   Stirling Range Daviesia
Banksia montana Stirling Range Dryandra
Arctocephalus tropicalis    Subantarctic Fur-seal
Banksia mimica  Summer Honeypot
Diuris fragrantissima   Sunshine Diuris, Fragrant Doubletail, White Diuris
Acacia terminalis subsp. terminalis MS  Sunshine Wattle (Sydney region)
Olearia hygrophila  Swamp Daisy, Water Daisy
Banksia nivea subsp. uliginosa  Swamp Honeypot
Calytrix breviseta subsp. breviseta Swamp Starflower
Eucalyptus conglomerata Swamp Stringybark
Galaxias fontanus   Swan Galaxias
Trithuria occidentalis  Swan Hydatella
Gossia fragrantissima   Sweet Myrtle, Small-leaved Myrtle
Bossiaea peninsularis   Sword Bossiaea
Pterostylis saxicola    Sydney Plains Greenhood
Acacia volubilis    Tangled Wattle, Tangle Wattle
Prasophyllum apoxychilum    Tapered Leek-orchid
Cophixalus aenigma  Tapping Nursery-frog
Prasophyllum petilum    Tarengo Leek Orchid
Ceyx azureus diemenensis    Tasmanian Azure Kingfisher
Bertya tasmanica subsp. tasmanica   Tasmanian Bertya
Antipodia chaostola leucophaea  Tasmanian Chaostola Skipper, Heath-sand Skipper
Sarcophilus harrisii    Tasmanian Devil
Sagina diemensis    Tasmanian Pearlwort
Aquila audax fleayi Tasmanian Wedge-tailed Eagle, Wedge-tailed Eagle (Tasmanian)
Caladenia fulva Tawny Spider-orchid
Leucopogon marginatus   Thick-margined Leucopogon
Daviesia bursarioides   Three Springs Daviesia
Bertmainius tingle  Tingle Pygmy Trapdoor Spider
Taudactylus rheophilus  Tinkling Frog
Tyto novaehollandiae melvillensis   Tiwi Masked Owl, Tiwi Islands Masked Owl
Vrydagzynea grayi   Tonsil Orchid
Adenanthos eyrei    Toolinna Adenanthos
Leucopogon confertus    Torrington Beard-heath
Prostanthera askania    Tranquillity Mintbush, Tranquility Mintbush
Commersonia erythrogyna Trigwell's Rulingia
Diomedea dabbenena  Tristan Albatross
Maccullochella macquariensis    Trout Cod
Pultenaea trichophylla  Tufted Bush-pea
Verticordia plumosa var. ananeotes  Tufted Plumed Featherflower
Muehlenbeckia tuggeranong   Tuggeranong Lignum
Grevillea wilkinsonii   Tumut Grevillea
Prasophyllum tunbridgense   Tunbridge Leek-orchid
Sclerolaena napiformis  Turnip Copperburr
Eucalyptus insularis    Twin Peak Island Mallee
Eremophila viscida  Varnish Bush
Acacia vassalii Vassal's Wattle
Verticordia plumosa var. vassensis  Vasse Featherflower
Graptophyllum reticulatum   Veiny Graptophyllum
Adenanthos velutinus    Velvet Woollybush
Banksia oligantha   Wagin Banksia
Engaewa walpolea    Walpole Burrowing Crayfish
Lepidium peregrinum Wandering Pepper-cress
Litoria nannotis    Waterfall Frog, Torrent Tree Frog
Acacia aristulata   Watheroo Wattle
Grevillea iaspicula Wee Jasper Grevillea
Perameles bougainville bougainville Western Barred Bandicoot (Shark Bay)
Dasyornis longirostris  Western Bristlebird
Psophodes nigrogularis nigrogularis Western Heath Whipbird 
Lambertia echinata subsp. occidentalis  Western Prickly Honeysuckle
Egernia stokesii badia  Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink
Galaxias truttaceus (Western Australian population) Western Trout Minnow
Acacia brachypoda   Western Wheatbelt Wattle
Cyphanthera odgersii subsp. occidentalis    Western Woolly Cyphanthera, Western Cyphanthera
Acacia whibleyana   Whibley Wattle, Whibley's Wattle
Westringia crassifolia  Whipstick Westringia
Habenaria maccraithii   Whiskered Rein Orchid
Verticordia albida  White Featherflower
Caladenia xantholeuca   White Rabbits, Flinders Ranges White Caladenia
Caladenia argocalla White-beauty Spider-orchid
Philotheca basistyla    White-flowered Philotheca
Cynanchum elegans   White-flowered Wax Plant
Eremophila verticillata Whorled Eremophila
Zieria lasiocaulis  Willi Willi Zieria
Caladenia williamsiae   Williams Spider Orchid
Acacia wilsonii Wilson's Wattle
Caladenia lowanensis    Wimmera Spider-orchid
Caladenia dienema   Windswept Spider-orchid
Lasiopetalum pterocarpum    Wing-fruited Lasiopetalum
Gentiana wingecarribiensis  Wingecarribee Gentian
Lepidium monoplocoides  Winged Pepper-cress
Darwinia wittwerorum    Wittwer's Mountain Bell
Daviesia euphorbioides  Wongan Cactus
Conostylis wonganensis  Wongan Conostylis
Eremophila ternifolia   Wongan Eremophila
Philotheca wonganensis  Wongan Eriostemon
Verticordia staminosa subsp. staminosa  Wongan Featherflower
Acacia pharangites  Wongan Gully Wattle
Stylidium coroniforme subsp. coroniforme    Wongan Hills Triggerplant, Wongan Triggerplant
Melaleuca sciotostyla   Wongan Melaleuca
Acacia woodmaniorum Woodman's Wattle
Acacia lanuginophylla   Woolly Wattle
Bettongia penicillata ogilbyi   Woylie
Acacia sciophanes   Wundowlin Wattle, Ghost Wattle
Pityrodia scabra    Wyalkatchem Foxglove
Atalaya collina Yarwun Whitewood
Genoplesium baueri  Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchiid
Darwinia collina    Yellow Mountain Bell
Phaius bernaysii    Yellow Swamp-orchid
Petaurus australis Wet Tropics subspecies   Yellow-bellied Glider (Wet Tropics), Fluffy Glider
Caladenia xanthochila   Yellow-lip Spider-orchid
Lucasium occultum   Yellow-snouted Gecko, Yellow-snouted Ground Gecko
Acacia insolita subsp. recurva  Yornaning Wattle
Euphrasia arguta    -
Acacia leptoneura   -
Calystegia affinis  -
Acacia dangarensis  -
Stylidium semaphorum    -
Pomaderris delicata -
Conospermum galeatum    -
Clausena excavata   -
Prostanthera clotteniana    -
Hibbertia tenuis    -
Gastrolobium vestitum   -
Prostanthera albohirta  -
Guichenotia seorsiflora -
Hibbertia priceana  -
Tetratheca nephelioides -
Kunzea similis subsp. similis   -
Bossiaea fragrans   -
Andersonia annelsii -
Grevillea bracteosa subsp. howatharra   -
Latrobea colophona  -
Stylidium amabile   -
Atalaya brevialata  -
Grevillea sp. Gillingarra (R.J.Cranfield 4087)  -
Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)    -
Paragoodia crenulata    -
Androcalva adenothalia  -
Hibbertia puberula subsp. glabrescens   -
Synaphea sp. Serpentine (G.R. Brand 103)    -
Austrostipa jacobsiana  -
Banksia vincentia   -
Homoranthus bebo    -
Phebalium speciosum -
Eremophila sp. Narrow leaves (J.D.Start D12-150)    -
Styphelia longissima    -
Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005)    -
Hibbertia sp. Toolbrunup (J.R.Wheeler 2504) -
Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381)  -
Eucalyptus sp. Cattai (Gregson s.n., 28 Aug 1954)   -
Zieria odorifera subsp. warrabahensis   -
Callistemon purpurascens    a bottlebrush
Clematis dubia  a creeper, Clematis
Mathewsoconcha suteri   a helicarionid land snail
Prasophyllum sp. Wybong (C.Phelps ORG 5269) a leek-orchid
Neopasiphae simplicior  A native bee
Leioproctus douglasiellus   a short-tongued bee
Acacia unguicula    a shrub
Acacia equisetifolia    a shrub
Ammoniropa vigens   Ammonite Pinwheel Snail
Ogyris subterrestris petrina    Arid Bronze Azure
Litoria lorica  Armoured Mistfrog
Argynnis hyperbius inconstans   Australian Fritillary
Cassinia tegulata   Avenue Cassinia
Prasophyllum bagoense   Bago Leek-orchid
Caladenia melanema  Ballerina Orchid
Hibbertia abyssus   Bandalup Buttercup
Pseudococcus markharveyi    Banksia montana mealybug
Philoria frosti Baw Baw Frog
Eremophila rostrata Beaked Eremophila
Prasophyllum stellatum  Ben Lomond Leek-orchid
Caladenia anthracina    Black-tipped Spider-orchid
Thelymitra hygrophila   Blue Star Sun-orchid
Calectasia cyanea   Blue Tinsel Lily
Thelymitra cyanapicata  Blue Top Sun-orchid, Dark-tipped Sun-orchid
Pterostylis oreophila   Blue-tongued Orchid, Kiandra Greenhood
Gastrolobium diabolophyllum Bodallin Poison
Adclarkia dawsonensis   Boggomoss Snail, Dawson River Snail, Dawson Valley Snail
Epacris limbata Border Heath, Bordered Heath
Hoplogonus bornemisszai Bornemissza's Stag Beetle
Conostylis setigera subsp. dasys    Boscabel Conostylis
Zieria buxijugum    Box Range Zieria
Hemigenia ramosissima   Branched Hemigenia
Prasophyllum innubum    Brandy Marys Leek-orchid
Gentiana bredboensis    Bredbo Gentian
Corunastylis ectopa Brindabella Midge-orchid, Ectopic Midge-orchid
Haloragis platycarpa    Broad-fruited Haloragis
Daviesia ovata  Broad-leaf Daviesia
Banksia anatona Cactus Dryandra
Grevillea caleyi    Caley's Grevillea
Advena campbellii   Campbell's Helicarionid Land Snail
Caladenia actensis  Canberra Spider Orchid
Epthianura crocea macgregori    Capricorn Yellow Chat, Yellow Chat (Dawson)
Caladenia procera   Carbunup King Spider Orchid
Pomaderris walshii  Carrington Falls Pomaderris
Zyzomys pedunculatus    Central Rock-rat, Antina
Achyranthes arborescens Chaff Tree, Soft-wood
Prasophyllum castaneum  Chestnut Leek-orchid
Cryptoblepharus egeriae Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink
Pteropus natalis    Christmas Island Flying-fox, Christmas Island Fruit-bat
Emoia nativitatis   Christmas Island Forest Skink, Christmas Island Whiptail-skink
Lepidodactylus listeri  Christmas Island Gecko, Lister's Gecko
Pipistrellus murrayi    Christmas Island Pipistrelle
Crocidura trichura  Christmas Island Shrew
Asplenium listeri   Christmas Island Spleenwort
Synaphea sp. Pinjarra (R. Davis 6578)   Club-leafed Synaphea
Fontainea oraria    Coastal Fontainea
Notelaea ipsviciensis   Cooneana Olive
Calochilus cupreus  Copper Beard Orchid
Calidris ferruginea Curlew Sandpiper
Banksia fuscobractea    Dark-bract Banksia
Phebalium daviesii  Davies' Waxflower, St Helens Waxflower
Pomaderris reperta  Denman Pomaderris
Marginaster littoralis  Derwent River Seastar
Caladenia cremna    Don's Spider Orchid
Hesperocolletes douglasi    Douglas' Broad-headed Bee, Rottnest Bee
Engaewa reducta Dunsborough Burrowing Crayfish
Caladenia attenuata Duramana Fingers
Caladenia pumila    Dwarf Spider-orchid
Numenius madagascariensis   Eastern Curlew, Far Eastern Curlew
Cophixalus concinnus    Elegant Frog
Pneumatopteris truncata fern
Corunastylis firthii    Firth's Midge-orchid
Euastacus dharawalus    Fitzroy Falls Spiny Crayfish
Stylidium applanatum    Flat-leaved Triggerplant
Galaxias rostratus  Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow
Pterostylis wapstrarum  Fleshy Greenhood
Prasophyllum murfetii   Fleurieu Leek Orchid
Caladenia sylvicola Forest Fingers
Micropathus kiernani    Francistown Cave Cricket, Southern sandstone cave cricket
Euastacus bindal    freshwater crayfish, spiny crayfish
Seringia exastia    Fringed Fire-bush
Pultenaea sp. Genowlan Point (NSW 417813)   Genowlan Point Pultenaea, Genowlan Pultenaea
Wollumbinia georgesi    Georges' Snapping Turtle, Bellinger River Snapping Turtle, Georges Helmeted Turtle
Caladenia intuta    Ghost Spider-orchid
Potorous gilbertii  Gilbert's Potoroo, Ngilkat
Hyridella glenelgensis  Glenelg Freshwater Mussel
Synemon plana   Golden Sun Moth
Prasophyllum incorrectum    Golfers Leek-orchid
Sphaerolobium acanthos  Grampians Globe-pea
Prasophyllum taphanyx   Graveside Leek-orchid
Mathewsoconcha grayi ms Gray's Helicarionid Land Snail
Calidris tenuirostris   Great Knot
Carcharias taurus (east coast population)   Grey Nurse Shark (east coast population)
Amytornis modestus obscurior    Grey Range Thick-billed Grasswren, Thick-billed Grasswren (north-west NSW)
Corybas sulcatus    Grooved Helmet-orchid
Phyllurus gulbaru   Gulbaru Gecko
Bruguiera hainesii  Haines's Orange Mangrove
Cherax tenuimanus   Hairy Marron, Margaret River Hairy Marron, Margaret River Marron
Pterostylis vernalis    Halbury Rustyhood
Verticordia apecta  Hay River Featherflower, Scruffy Verticordia
Lichenostomus melanops cassidix Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)
Pterodroma heraldica    Herald Petrel
Pterostylis bryophila   Hindmarsh Valley Greenhood
Cophixalus hosmeri  Hosmer's Frog, Rattling Nursery-frog
Leucopogon spectabilis  Ironstone Beard-heath
Brachyscias verecundus  Ironstone Brachyscias
Hibbertia spanantha Julian's Hibbertia
Thelymitra kangaloonica Kangaloon Sun Orchid
Prasophyllum keltonii   Kelton's Leek-orchid
Caladenia sp. Kilsyth South (G.S.Lorimer 1253)  Kilsyth South Spider-orchid
Acanthornis magna greeniana King Island Scrubtit, Scrubtit (King Island)
Lomatia tasmanica   King's Lomatia
Prasophyllum perangustum    Knocklofty Leek-orchid
Eremophila koobabbiensis    Koobabbie Eremophila, Koobabbie Poverty Bush
Taudactylus pleione Kroombit Tinker Frog, Pleione's Torrent Frog
Litoria kroombitensis   Kroombit Treefrog
Litoria myola   Kuranda Tree Frog
Wikstroemia australis   Kurrajong
Scaevola macrophylla    Large-flowered Scaevola
Grevillea brachystylis subsp. grandis   Large-flowered Short-styled Grevillea
Prasophyllum laxum  Lax Leek Orchid
Gymnobelideus leadbeateri   Leadbeater's Possum
Aipysurus foliosquama   Leaf-scaled Seasnake
Caladenia luteola   Lemon Spider Orchid
Caladenia lindleyana    Lindley's Spider-orchid
Lepidorrhachis mooreana Little Mountain Palm, Moorei Palm
Caladenia lodgeana  Lodge's Spider-orchid
Dryococelus australis   Lord Howe Island Phasmid, Land Lobster
Azorella macquariensis  Macquarie Azorella, Macquarie Cushions
Gudeoconcha sophiae magnifica   Magnificent Helicarionid Land Snail
Commersonia apella  Many-flowered Commersonia
Engaewa pseudoreducta   Margaret River Burrowing Crayfish
Daviesia glossosema Maroon-flowered Daviesia
Prasophyllum limnetes   Marsh Leek-orchid
Mystivagor mastersi Masters' Charopid Land Snail
Cophixalus mcdonaldi    McDonald's Frog, Mt Elliot Nursery-frog
Callistemon megalongensis   Megalong Valley Bottlebrush
Gastrolobium argyrotrichum  Metricup Pea
Pterostylis commutata   Midland Greenhood
Prasophyllum milfordense    Milford Leek-orchid
Thersites mitchellae    Mitchell's Rainforest Snail
Eucalyptus recurva  Mongarlowe Mallee
Oberonia attenuata  Mossman Fairy Orchid
Pseudocharopa ledgbirdi Mount Lidgbird Charopid Land Snail
Veronica derwentiana subsp. homalodonta Mount Lofty Speedwell
Litoria nyakalensis Mountain Mistfrog, Nyakala Frog
Elatostema montanum Mountain Procris
Cophixalus monticola    Mountain-top Nursery-frog
Phebalium distans   Mt Berryman Phebalium
Epacris graniticola Mt Cameron Heath, Granite Heath
Cinclosoma punctatum anachoreta Mt Lofty Ranges Spotted Quail-thrush, Spotted Quail-thrush (Mt Lofty Ranges)
Darwinia foetida    Muchea Bell
Thynninorchis nothofagicola Myrtle Elbow Orchid
Petrogale concinna concinna Nabarlek (Victoria River District)
Nangura spinosa Nangur Spiny Skink
Dasymalla axillaris Native Foxglove
Cophixalus neglectus    Neglected Frog, Bellenden Ker Nursery-frog
Gyrostemon reticulatus  Net-veined Gyrostemon
Eidothea hardeniana Nightcap Oak
Hybanthus cymulosus Ninghan Violet
Abutilon julianae   Norfolk Island Abutilon
Euphorbia norfolkiana   Norfolk Island Euphorbia
Melicytus latifolius    Norfolk Island Mahoe
Phreatia limenophylax   Norfolk Island Phreatia
Persoonia pauciflora    North Rothbury Persoonia
Pseudophryne pengilleyi Northern Corroboree Frog
Lasiorhinus krefftii    Northern Hairy-nosed Wombat, Yaminon
Banksia serratuloides subsp. perissa    Northern Serrate Dryandra
Limosa lapponica menzbieri  Northern Siberian Bar-tailed Godwit, Bar-tailed Godwit (menzbieri)
Stiphodon semoni    Opal Cling Goby
Banksia aurantia    Orange Dryandra
Neophema chrysogaster   Orange-bellied Parrot
Brachychiton sp. Ormeau (L.H.Bird AQ435851) Ormeau Bottle Tree
Diuris flavescens   Pale Yellow Doubletail, Wingham Doubletail
Zieria parrisiae    Parris's Zieria
Achyranthes margaretarum    Phillip Island Chaffy Tree
Mathewsoconcha phillipii    Phillip Island Helicarionid Land Snail
Hibiscus insularis  Phillip Island Hibiscus
Anthosachne kingiana subsp. kingiana    Phillip Island Wheat Grass
Pimelea spinescens subsp. spinescens    Plains Rice-flower, Spiny Rice-flower, Prickly Pimelea
Pedionomus torquatus    Plains-wanderer
Myoporum obscurum   Popwood, Sandalwood, Bastard Ironwood
Prasophyllum pulchellum Pretty Leek-orchid
Lasiopetalum sp. Proston (J.A.Baker 17) Proston Lasiopetalum
Prasophyllum olidum Pungent Leek-orchid
Acacia purpureopetala   Purple-flowered Wattle
Ptilotus pyramidatus    Pyramid Mulla-mulla
Thymichthys politus Red Handfish
Reedia spathacea    Reedia
Anthochaera phrygia Regent Honeyeater
Duma horrida subsp. abdita  Remote Thorny Lignum
Isopogon robustus   Robust Coneflower
Caladenia tonellii  Robust Fingers
Pterostylis valida  Robust Greenhood
Prasophyllum robustum   Robust Leek-orchid
Phlegmariurus squarrosus    Rock Tassel-fern, Water Tassel-fern
Ordtrachia septentrionalis  Rosewood Keeled Snail
Caladenia pallida   Rosy Spider-orchid, Pale Spider-orchid, Summer Spider-orchid
Pterodroma arminjoniana Round Island Petrel, Trinidade Petrel
Pomaderris vacciniifolia    Round-leaf Pomaderris
Caladenia saggicola Sagg Spider-orchid
Prostanthera marifolia  Seaforth Mintbush
Synaphea sp. Fairbridge Farm (D. Papenfus 696)  Selena's Synaphea
Meryta latifolia    Shade Tree, Broad-leaved Meryta
Aipysurus apraefrontalis    Short-nosed Seasnake
Euphrasia fragosa   Shy Eyebright, Southport Eyebright
Tetratheca gunnii   Shy Pinkbells, Shy Susan
Philotheca falcata  Sickle-leaved Waxflower
Bidyanus bidyanus   Silver Perch, Bidyan
Rhizanthella johnstonii South Coast Underground Orchid
Miniopterus orianae bassanii    Southern Bent-wing Bat
Pseudophryne corroboree Southern Corroboree Frog
Elseya albagula Southern Snapping Turtle, White-throated Snapping Turtle
Glyphis glyphis Speartooth Shark
Grevillea thelemanniana Spider Net Grevillea
Acanthocladium dockeri  Spiny Everlasting, Spiny Daisy
Brachionichthys hirsutus    Spotted Handfish
Quintalia stoddartii    Stoddart's Helicarionid Land Snail
Androcalva bivillosa    Straggling Androcalva
Epacris stuartii    Stuart's Heath, Southport Heath
Galium antarcticum  Subantarctic Bedstraw
Euphrasia gibbsiae subsp. psilantherea  Swamp Eyebright
Lathamus discolor   Swift Parrot
Caladenia campbellii    Thick-stem Caladenia
Prasophyllum atratum    Three Hummock Leek-orchid
Melanodryas cucullata melvillensis  Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)
Boehmeria australis subsp. australis    Tree Nettle, Nettletree
Corunastylis littoralis Tuncurry Midge Orchid
Pterostylis psammophila Two-bristle Greenhood
Acacia cochlocarpa subsp. velutinosa    Velvety Spiral Pod Wattle
Pezoporus flaviventris  Western Ground Parrot, Kyloring
Prasophyllum favonium   Western Leek-orchid
Pseudocheirus occidentalis  Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Pseudemydura umbrina    Western Swamp Tortoise
Rhizanthella gardneri   Western Underground Orchid, Underground Orchid 
Geocrinia alba  White-bellied Frog, Creek Frog
Pseudocharopa whiteleggei   Whitelegge's Land Snail
Callistemon wimmerensis Wimmera Bottlebrush
Pimelea spinescens subsp. pubiflora Wimmera Rice-flower
Nematoceras dienemum    Windswept Helmet-orchid
Wollemia nobilis    Wollemi Pine
Lysiosepalum abollatum  Woolly Lysiosepalum
Corunastylis insignis   Wyong Midge Orchid 1, Variable Midge Orchid 1
Corunastylis sp. Charmhaven (NSW 896673)    Wyong Midge Orchid 2
Thelymitra adorata  Wyong Sun Orchid
Gastrolobium luteifolium    Yellow-leafed Gastrolobium
Litoria castanea    Yellow-spotted Tree Frog, Yellow-spotted Bell Frog
